# Please note that there may be discrepancies between your electric bill and what Sense reports due to data interruptions (such as Wi-Fi signal loss or loss of power) or other issues.,,,,,,,,
DateTime,Device ID,Name,Device Type,Device Make,Device Model,Device Location,Avg Wattage,kWh
3/6/2020 15:00,solar,Solar Production,Solar,,,,-3010.513,-3.011
3/6/2020 16:00,mains,Total Usage,,,,,734.058,0.734
3/6/2020 16:00,always_on,Always On,AlwaysOn,,,,408.083,0.408
3/6/2020 16:00,c4efa971,Fridge,Fridge,,,,102.945,0.103
3/6/2020 16:00,solar,Solar Production,Solar,,,,-1154.001,-1.154
3/6/2020 17:00,mains,Total Usage,,,,,810.591,0.811
3/6/2020 17:00,always_on,Always On,AlwaysOn,,,,410.083,0.41
3/6/2020 17:00,solar,Solar Production,Solar,,,,-88.579,-0.089
3/6/2020 18:00,mains,Total Usage,,,,,959.398,0.959
3/6/2020 18:00,always_on,Always On,AlwaysOn,,,,411.916,0.412
3/6/2020 18:00,c4efa971,Fridge,Fridge,,,,56.818,0.057
3/6/2020 18:00,solar,Solar Production,Solar,,,,2.495,0.002
3/6/2020 19:00,a69d3ea2,Microwave,Microwave,,,,19.292,0.019
3/6/2020 19:00,mains,Total Usage,,,,,814.35,0.814
3/6/2020 19:00,always_on,Always On,AlwaysOn,,,,412,0.412
3/6/2020 19:00,solar,Solar Production,Solar,,,,1.732,0.002
3/6/2020 19:00,63b2178f,Furnace1,Mystery Heat,,,,14.537,0.015
3/6/2020 20:00,mains,Total Usage,,,,,955.602,0.956
3/6/2020 20:00,always_on,Always On,AlwaysOn,,,,412,0.412
3/6/2020 20:00,c4efa971,Fridge,Fridge,,,,122.169,0.122
3/6/2020 20:00,solar,Solar Production,Solar,,,,2.542,0.003
3/6/2020 20:00,63b2178f,Furnace1,Mystery Heat,,,,19.518,0.02
3/6/2020 21:00,mains,Total Usage,,,,,780.345,0.78
3/6/2020 21:00,always_on,Always On,AlwaysOn,,,,412,0.412
3/6/2020 21:00,solar,Solar Production,Solar,,,,2.145,0.002
3/6/2020 21:00,63b2178f,Furnace1,Mystery Heat,,,,0.561,0.001
3/6/2020 21:00,77639ae9,Portable Heater,Space Heater,,,,1.161,0.001
3/6/2020 22:00,mains,Total Usage,,,,,1619.024,1.619
3/6/2020 22:00,always_on,Always On,AlwaysOn,,,,412,0.412
3/6/2020 22:00,c4efa971,Fridge,Fridge,,,,111.487,0.111
3/6/2020 22:00,cfd74978,Furnace,Furnace,,,,74.107,0.074
3/6/2020 22:00,solar,Solar Production,Solar,,,,5.363,0.005
3/6/2020 22:00,63b2178f,Furnace1,Mystery Heat,,,,118.731,0.119
3/6/2020 22:00,77639ae9,Portable Heater,Space Heater,,,,4.04,0.004
3/6/2020 23:00,mains,Total Usage,,,,,970.937,0.971
3/6/2020 23:00,always_on,Always On,AlwaysOn,,,,412,0.412
3/6/2020 23:00,cfd74978,Furnace,Furnace,,,,247.72,0.248
3/6/2020 23:00,solar,Solar Production,Solar,,,,2.52,0.003
3/6/2020 23:00,63b2178f,Furnace1,Mystery Heat,,,,42.048,0.042
3/7/2020 0:00,mains,Total Usage,,,,,886.237,0.886
3/7/2020 0:00,always_on,Always On,AlwaysOn,,,,412,0.412
3/7/2020 0:00,c4efa971,Fridge,Fridge,,,,33.956,0.034
3/7/2020 0:00,cfd74978,Furnace,Furnace,,,,100.322,0.1
3/7/2020 0:00,solar,Solar Production,Solar,,,,1.857,0.002
3/7/2020 0:00,63b2178f,Furnace1,Mystery Heat,,,,18.855,0.019
3/7/2020 1:00,mains,Total Usage,,,,,770.774,0.771
3/7/2020 1:00,always_on,Always On,AlwaysOn,,,,411.75,0.412
3/7/2020 1:00,cfd74978,Furnace,Furnace,,,,158.139,0.158
3/7/2020 1:00,solar,Solar Production,Solar,,,,2.01,0.002
3/7/2020 1:00,63b2178f,Furnace1,Mystery Heat,,,,27.701,0.028
3/7/2020 2:00,mains,Total Usage,,,,,961.705,0.962
3/7/2020 2:00,always_on,Always On,AlwaysOn,,,,410.916,0.411
3/7/2020 2:00,c4efa971,Fridge,Fridge,,,,102.798,0.103
3/7/2020 2:00,cfd74978,Furnace,Furnace,,,,266.091,0.266
3/7/2020 2:00,solar,Solar Production,Solar,,,,2.754,0.003
3/7/2020 2:00,63b2178f,Furnace1,Mystery Heat,,,,48.01,0.048
3/7/2020 3:00,mains,Total Usage,,,,,640.765,0.641
3/7/2020 3:00,always_on,Always On,AlwaysOn,,,,411.666,0.412
3/7/2020 3:00,cfd74978,Furnace,Furnace,,,,12.931,0.013
3/7/2020 3:00,solar,Solar Production,Solar,,,,1.755,0.002
3/7/2020 3:00,63b2178f,Furnace1,Mystery Heat,,,,1.868,0.002
3/7/2020 4:00,mains,Total Usage,,,,,773.436,0.773
3/7/2020 4:00,always_on,Always On,AlwaysOn,,,,411.916,0.412
3/7/2020 4:00,c4efa971,Fridge,Fridge,,,,29.83,0.03
3/7/2020 4:00,solar,Solar Production,Solar,,,,2.178,0.002
3/7/2020 4:00,77639ae9,Portable Heater,Space Heater,,,,17.983,0.018
3/7/2020 5:00,mains,Total Usage,,,,,731.186,0.731
3/7/2020 5:00,always_on,Always On,AlwaysOn,,,,411.083,0.411
3/7/2020 5:00,solar,Solar Production,Solar,,,,2,0.002
3/7/2020 5:00,77639ae9,Portable Heater,Space Heater,,,,23.215,0.023
3/7/2020 6:00,mains,Total Usage,,,,,705.61,0.706
3/7/2020 6:00,always_on,Always On,AlwaysOn,,,,412,0.412
3/7/2020 6:00,solar,Solar Production,Solar,,,,-248.92,-0.249
3/7/2020 6:00,77639ae9,Portable Heater,Space Heater,,,,11.022,0.011
3/7/2020 7:00,mains,Total Usage,,,,,667.309,0.667
3/7/2020 7:00,always_on,Always On,AlwaysOn,,,,405.166,0.405
3/7/2020 7:00,solar,Solar Production,Solar,,,,-2298.578,-2.299
3/7/2020 7:00,63b2178f,Furnace1,Mystery Heat,,,,0.959,0.001
3/7/2020 7:00,77639ae9,Portable Heater,Space Heater,,,,19.182,0.019
3/7/2020 8:00,a69d3ea2,Microwave,Microwave,,,,19.292,0.019
3/7/2020 8:00,bb65939b,Oven Range,Oven,,,,175.373,0.175
3/7/2020 8:00,mains,Total Usage,,,,,1708.688,1.709
3/7/2020 8:00,always_on,Always On,AlwaysOn,,,,402,0.402
3/7/2020 8:00,c4efa971,Fridge,Fridge,,,,65.569,0.066
3/7/2020 8:00,cfd74978,Furnace,Furnace,,,,146.624,0.147
3/7/2020 8:00,solar,Solar Production,Solar,,,,-4703.233,-4.703
3/7/2020 8:00,63b2178f,Furnace1,Mystery Heat,,,,59.693,0.06
3/7/2020 9:00,mains,Total Usage,,,,,4382.683,4.383
3/7/2020 9:00,always_on,Always On,AlwaysOn,,,,402.5,0.403
3/7/2020 9:00,cfd74978,Furnace,Furnace,,,,630.69,0.631
3/7/2020 9:00,solar,Solar Production,Solar,,,,-5968.58,-5.969
3/7/2020 10:00,6ce5fddc,Pressure cooker ,Other Appliance,,,,136.023,0.136
3/7/2020 10:00,mains,Total Usage,,,,,4354.782,4.355
3/7/2020 10:00,always_on,Always On,AlwaysOn,,,,404,0.404
3/7/2020 10:00,c4efa971,Fridge,Fridge,,,,62.652,0.063
3/7/2020 10:00,solar,Solar Production,Solar,,,,-6658.305,-6.658
3/7/2020 11:00,6ce5fddc,Pressure cooker ,Other Appliance,,,,195.629,0.196
3/7/2020 11:00,mains,Total Usage,,,,,3461.277,3.461
3/7/2020 11:00,always_on,Always On,AlwaysOn,,,,404,0.404
3/7/2020 11:00,solar,Solar Production,Solar,,,,-6836.134,-6.836
3/7/2020 12:00,mains,Total Usage,,,,,715.283,0.715
3/7/2020 12:00,always_on,Always On,AlwaysOn,,,,404,0.404
3/7/2020 12:00,c4efa971,Fridge,Fridge,,,,21.372,0.021
3/7/2020 12:00,solar,Solar Production,Solar,,,,-6208.508,-6.209
3/7/2020 13:00,mains,Total Usage,,,,,625.235,0.625
3/7/2020 13:00,always_on,Always On,AlwaysOn,,,,404,0.404
3/7/2020 13:00,solar,Solar Production,Solar,,,,-5780.785,-5.781
3/7/2020 14:00,a69d3ea2,Microwave,Microwave,,,,64.195,0.064
3/7/2020 14:00,mains,Total Usage,,,,,768.334,0.768
3/7/2020 14:00,always_on,Always On,AlwaysOn,,,,404,0.404
3/7/2020 14:00,c4efa971,Fridge,Fridge,,,,23.135,0.023
3/7/2020 14:00,solar,Solar Production,Solar,,,,-4612.308,-4.612
3/7/2020 15:00,a69d3ea2,Microwave,Microwave,,,,23.892,0.024
3/7/2020 15:00,mains,Total Usage,,,,,934.345,0.934
3/7/2020 15:00,always_on,Always On,AlwaysOn,,,,404,0.404
3/7/2020 15:00,c4efa971,Fridge,Fridge,,,,1.603,0.002
3/7/2020 15:00,cfd74978,Furnace,Furnace,,,,95.776,0.096
3/7/2020 15:00,solar,Solar Production,Solar,,,,-2985.389,-2.985
3/7/2020 15:00,63b2178f,Furnace1,Mystery Heat,,,,42.009,0.042
3/7/2020 16:00,mains,Total Usage,,,,,721.134,0.721
3/7/2020 16:00,always_on,Always On,AlwaysOn,,,,404,0.404
3/7/2020 16:00,c4efa971,Fridge,Fridge,,,,151.1,0.151
3/7/2020 16:00,solar,Solar Production,Solar,,,,-1038.197,-1.038
3/7/2020 17:00,6ce5fddc,Pressure cooker ,Other Appliance,,,,365.555,0.366
3/7/2020 17:00,mains,Total Usage,,,,,2973.862,2.974
3/7/2020 17:00,always_on,Always On,AlwaysOn,,,,404,0.404
3/7/2020 17:00,c4efa971,Fridge,Fridge,,,,38.971,0.039
3/7/2020 17:00,solar,Solar Production,Solar,,,,-126.555,-0.127
3/7/2020 17:00,62987bff,Dryer,Dryer,,,,1205.116,1.205
3/7/2020 17:00,c947eccb,Motor 1,Mystery Motor,,,,164.394,0.164
3/7/2020 18:00,a69d3ea2,Microwave,Microwave,,,,11.035,0.011
3/7/2020 18:00,6ce5fddc,Pressure cooker ,Other Appliance,,,,331.789,0.332
3/7/2020 18:00,mains,Total Usage,,,,,1783.08,1.783
3/7/2020 18:00,always_on,Always On,AlwaysOn,,,,404,0.404
3/7/2020 18:00,solar,Solar Production,Solar,,,,6.193,0.006
3/7/2020 18:00,c947eccb,Motor 1,Mystery Motor,,,,26.92,0.027
3/7/2020 19:00,mains,Total Usage,,,,,1294.275,1.294
3/7/2020 19:00,always_on,Always On,AlwaysOn,,,,404,0.404
3/7/2020 19:00,c4efa971,Fridge,Fridge,,,,6.703,0.007
3/7/2020 19:00,solar,Solar Production,Solar,,,,3.746,0.004
3/7/2020 20:00,mains,Total Usage,,,,,2503.602,2.504
3/7/2020 20:00,always_on,Always On,AlwaysOn,,,,404,0.404
3/7/2020 20:00,c4efa971,Fridge,Fridge,,,,36.788,0.037
3/7/2020 20:00,solar,Solar Production,Solar,,,,4.879,0.005
3/7/2020 20:00,c947eccb,Motor 1,Mystery Motor,,,,94.883,0.095
3/7/2020 21:00,mains,Total Usage,,,,,1632.501,1.633
3/7/2020 21:00,always_on,Always On,AlwaysOn,,,,404,0.404
3/7/2020 21:00,c4efa971,Fridge,Fridge,,,,6.472,0.006
3/7/2020 21:00,solar,Solar Production,Solar,,,,3.431,0.003
3/7/2020 21:00,e5c541e5,Dryer - Small,Mystery Heat,,,,22.74,0.023
3/7/2020 21:00,c947eccb,Motor 1,Mystery Motor,,,,76.891,0.077
3/7/2020 21:00,63b2178f,Furnace1,Mystery Heat,,,,0.641,0.001
3/7/2020 22:00,mains,Total Usage,,,,,1355.163,1.355
3/7/2020 22:00,always_on,Always On,AlwaysOn,,,,404,0.404
3/7/2020 22:00,c4efa971,Fridge,Fridge,,,,60.23,0.06
3/7/2020 22:00,solar,Solar Production,Solar,,,,3.837,0.004
3/7/2020 22:00,63b2178f,Furnace1,Mystery Heat,,,,69.729,0.07
3/7/2020 23:00,mains,Total Usage,,,,,812.801,0.813
3/7/2020 23:00,always_on,Always On,AlwaysOn,,,,404,0.404
3/7/2020 23:00,c4efa971,Fridge,Fridge,,,,5.78,0.006
3/7/2020 23:00,cfd74978,Furnace,Furnace,,,,33.975,0.034
3/7/2020 23:00,solar,Solar Production,Solar,,,,1.427,0.001
3/7/2020 23:00,63b2178f,Furnace1,Mystery Heat,,,,8.037,0.008
3/8/2020 0:00,mains,Total Usage,,,,,805.457,0.805
3/8/2020 0:00,always_on,Always On,AlwaysOn,,,,404,0.404
3/8/2020 0:00,c4efa971,Fridge,Fridge,,,,82.769,0.083
3/8/2020 0:00,solar,Solar Production,Solar,,,,1.429,0.001
3/8/2020 1:00,mains,Total Usage,,,,,1159.423,1.159
3/8/2020 1:00,always_on,Always On,AlwaysOn,,,,404,0.404
3/8/2020 1:00,c4efa971,Fridge,Fridge,,,,0.294,0
3/8/2020 1:00,cfd74978,Furnace,Furnace,,,,38.554,0.039
3/8/2020 1:00,solar,Solar Production,Solar,,,,3.146,0.003
3/8/2020 1:00,63b2178f,Furnace1,Mystery Heat,,,,65.452,0.065
3/8/2020 3:00,mains,Total Usage,,,,,884.388,0.884
3/8/2020 3:00,always_on,Always On,AlwaysOn,,,,404,0.404
3/8/2020 3:00,cfd74978,Furnace,Furnace,,,,126.692,0.127
3/8/2020 3:00,solar,Solar Production,Solar,,,,1.536,0.002
3/8/2020 3:00,63b2178f,Furnace1,Mystery Heat,,,,20.057,0.02
3/8/2020 4:00,mains,Total Usage,,,,,731.886,0.732
3/8/2020 4:00,always_on,Always On,AlwaysOn,,,,404,0.404
3/8/2020 4:00,c4efa971,Fridge,Fridge,,,,37.322,0.037
3/8/2020 4:00,solar,Solar Production,Solar,,,,1.039,0.001
3/8/2020 5:00,mains,Total Usage,,,,,851.593,0.852
3/8/2020 5:00,always_on,Always On,AlwaysOn,,,,404,0.404
3/8/2020 5:00,c4efa971,Fridge,Fridge,,,,151.1,0.151
3/8/2020 5:00,solar,Solar Production,Solar,,,,1.617,0.002
3/8/2020 5:00,77639ae9,Portable Heater,Space Heater,,,,2.323,0.002
3/8/2020 6:00,mains,Total Usage,,,,,745.947,0.746
3/8/2020 6:00,always_on,Always On,AlwaysOn,,,,404,0.404
3/8/2020 6:00,c4efa971,Fridge,Fridge,,,,137.668,0.138
3/8/2020 6:00,solar,Solar Production,Solar,,,,1.953,0.002
3/8/2020 7:00,mains,Total Usage,,,,,775.351,0.775
3/8/2020 7:00,always_on,Always On,AlwaysOn,,,,406.75,0.407
3/8/2020 7:00,c4efa971,Fridge,Fridge,,,,115.852,0.116
3/8/2020 7:00,solar,Solar Production,Solar,,,,-146.929,-0.147
3/8/2020 7:00,63b2178f,Furnace1,Mystery Heat,,,,0.999,0.001
3/8/2020 8:00,mains,Total Usage,,,,,2140.687,2.141
3/8/2020 8:00,always_on,Always On,AlwaysOn,,,,407,0.407
3/8/2020 8:00,cfd74978,Furnace,Furnace,,,,431.902,0.432
3/8/2020 8:00,solar,Solar Production,Solar,,,,-2037.71,-2.038
3/8/2020 8:00,63b2178f,Furnace1,Mystery Heat,,,,118.438,0.118
3/8/2020 9:00,6ce5fddc,Pressure cooker ,Other Appliance,,,,331.789,0.332
3/8/2020 9:00,mains,Total Usage,,,,,4614.716,4.615
3/8/2020 9:00,always_on,Always On,AlwaysOn,,,,407,0.407
3/8/2020 9:00,c4efa971,Fridge,Fridge,,,,15.559,0.016
3/8/2020 9:00,cfd74978,Furnace,Furnace,,,,227.602,0.228
3/8/2020 9:00,solar,Solar Production,Solar,,,,-4728.592,-4.729
3/8/2020 9:00,63b2178f,Furnace1,Mystery Heat,,,,149.5,0.149
3/8/2020 10:00,mains,Total Usage,,,,,4573.692,4.574
3/8/2020 10:00,always_on,Always On,AlwaysOn,,,,407,0.407
3/8/2020 10:00,c4efa971,Fridge,Fridge,,,,14.48,0.014
3/8/2020 10:00,solar,Solar Production,Solar,,,,-6017.867,-6.018
3/8/2020 10:00,63b2178f,Furnace1,Mystery Heat,,,,4.028,0.004
3/8/2020 11:00,a69d3ea2,Microwave,Microwave,,,,19.292,0.019
3/8/2020 11:00,mains,Total Usage,,,,,2923.938,2.924
3/8/2020 11:00,always_on,Always On,AlwaysOn,,,,407,0.407
3/8/2020 11:00,c4efa971,Fridge,Fridge,,,,81.414,0.081
3/8/2020 11:00,solar,Solar Production,Solar,,,,-6676.578,-6.677
3/8/2020 11:00,62987bff,Dryer,Dryer,,,,1098.711,1.099
3/8/2020 12:00,mains,Total Usage,,,,,2825.85,2.826
3/8/2020 12:00,always_on,Always On,AlwaysOn,,,,407,0.407
3/8/2020 12:00,solar,Solar Production,Solar,,,,-6285.969,-6.286
3/8/2020 12:00,62987bff,Dryer,Dryer,,,,1881.338,1.881
3/8/2020 12:00,c947eccb,Motor 1,Mystery Motor,,,,141.648,0.142
3/8/2020 13:00,mains,Total Usage,,,,,1712.697,1.713
3/8/2020 13:00,always_on,Always On,AlwaysOn,,,,407,0.407
3/8/2020 13:00,c4efa971,Fridge,Fridge,,,,28.455,0.028
3/8/2020 13:00,solar,Solar Production,Solar,,,,-4942.795,-4.943
3/8/2020 13:00,62987bff,Dryer,Dryer,,,,761.132,0.761
3/8/2020 13:00,c947eccb,Motor 1,Mystery Motor,,,,97.367,0.097
3/8/2020 14:00,mains,Total Usage,,,,,3742.796,3.743
3/8/2020 14:00,always_on,Always On,AlwaysOn,,,,407,0.407
3/8/2020 14:00,solar,Solar Production,Solar,,,,-1560.29,-1.56
3/8/2020 14:00,62987bff,Dryer,Dryer,,,,2668.945,2.669
3/8/2020 14:00,c947eccb,Motor 1,Mystery Motor,,,,199,0.199
3/8/2020 15:00,mains,Total Usage,,,,,996.811,0.997
3/8/2020 15:00,always_on,Always On,AlwaysOn,,,,407.416,0.407
3/8/2020 15:00,solar,Solar Production,Solar,,,,-2139.829,-2.14
3/8/2020 15:00,62987bff,Dryer,Dryer,,,,196.333,0.196
3/8/2020 15:00,c947eccb,Motor 1,Mystery Motor,,,,32.724,0.033
3/8/2020 16:00,mains,Total Usage,,,,,1497.248,1.497
3/8/2020 16:00,always_on,Always On,AlwaysOn,,,,415.75,0.416
3/8/2020 16:00,solar,Solar Production,Solar,,,,-2338,-2.338
3/8/2020 16:00,c947eccb,Motor 1,Mystery Motor,,,,71.777,0.072
3/8/2020 17:00,mains,Total Usage,,,,,1135.195,1.135
3/8/2020 17:00,always_on,Always On,AlwaysOn,,,,412.083,0.412
3/8/2020 17:00,c4efa971,Fridge,Fridge,,,,21.288,0.021
3/8/2020 17:00,solar,Solar Production,Solar,,,,-691.362,-0.691
3/8/2020 17:00,c947eccb,Motor 1,Mystery Motor,,,,38.252,0.038
3/8/2020 17:00,63b2178f,Furnace1,Mystery Heat,,,,14.183,0.014
3/8/2020 18:00,6ce5fddc,Pressure cooker ,Other Appliance,,,,179.007,0.179
3/8/2020 18:00,mains,Total Usage,,,,,1368.62,1.369
3/8/2020 18:00,always_on,Always On,AlwaysOn,,,,408,0.408
3/8/2020 18:00,c4efa971,Fridge,Fridge,,,,68.015,0.068
3/8/2020 18:00,25c55a21,Dishwasher,Dishwasher,,,,259.653,0.26
3/8/2020 18:00,solar,Solar Production,Solar,,,,-88.691,-0.089
3/8/2020 19:00,a69d3ea2,Microwave,Microwave,,,,29.51,0.03
3/8/2020 19:00,mains,Total Usage,,,,,1387.466,1.387
3/8/2020 19:00,always_on,Always On,AlwaysOn,,,,408,0.408
3/8/2020 19:00,c4efa971,Fridge,Fridge,,,,36.189,0.036
3/8/2020 19:00,25c55a21,Dishwasher,Dishwasher,,,,206.409,0.206
3/8/2020 19:00,solar,Solar Production,Solar,,,,3.618,0.004
3/8/2020 20:00,mains,Total Usage,,,,,2108.45,2.108
3/8/2020 20:00,always_on,Always On,AlwaysOn,,,,408,0.408
3/8/2020 20:00,c4efa971,Fridge,Fridge,,,,151.1,0.151
3/8/2020 20:00,cfd74978,Furnace,Furnace,,,,241.673,0.242
3/8/2020 20:00,25c55a21,Dishwasher,Dishwasher,,,,621.591,0.622
3/8/2020 20:00,solar,Solar Production,Solar,,,,5.724,0.006
3/8/2020 20:00,63b2178f,Furnace1,Mystery Heat,,,,41.55,0.042
3/8/2020 21:00,mains,Total Usage,,,,,1295.07,1.295
3/8/2020 21:00,always_on,Always On,AlwaysOn,,,,408,0.408
3/8/2020 21:00,c4efa971,Fridge,Fridge,,,,37.343,0.037
3/8/2020 21:00,cfd74978,Furnace,Furnace,,,,274.003,0.274
3/8/2020 21:00,solar,Solar Production,Solar,,,,3.656,0.004
3/8/2020 21:00,63b2178f,Furnace1,Mystery Heat,,,,47.235,0.047
3/8/2020 22:00,mains,Total Usage,,,,,1705.777,1.706
3/8/2020 22:00,always_on,Always On,AlwaysOn,,,,408,0.408
3/8/2020 22:00,c4efa971,Fridge,Fridge,,,,151.1,0.151
3/8/2020 22:00,cfd74978,Furnace,Furnace,,,,672.284,0.672
3/8/2020 22:00,solar,Solar Production,Solar,,,,5.302,0.005
3/8/2020 22:00,63b2178f,Furnace1,Mystery Heat,,,,112.279,0.112
3/8/2020 23:00,mains,Total Usage,,,,,1942.029,1.942
3/8/2020 23:00,always_on,Always On,AlwaysOn,,,,408,0.408
3/8/2020 23:00,c4efa971,Fridge,Fridge,,,,7.186,0.007
3/8/2020 23:00,solar,Solar Production,Solar,,,,5.294,0.005
3/8/2020 23:00,e5c541e5,Dryer - Small,Mystery Heat,,,,36.464,0.036
3/9/2020 0:00,mains,Total Usage,,,,,717.663,0.718
3/9/2020 0:00,always_on,Always On,AlwaysOn,,,,408,0.408
3/9/2020 0:00,c4efa971,Fridge,Fridge,,,,88.435,0.088
3/9/2020 0:00,solar,Solar Production,Solar,,,,1.554,0.002
3/9/2020 1:00,mains,Total Usage,,,,,1016.088,1.016
3/9/2020 1:00,always_on,Always On,AlwaysOn,,,,408,0.408
3/9/2020 1:00,cfd74978,Furnace,Furnace,,,,349.631,0.35
3/9/2020 1:00,solar,Solar Production,Solar,,,,3.183,0.003
3/9/2020 1:00,63b2178f,Furnace1,Mystery Heat,,,,61.403,0.061
3/9/2020 2:00,mains,Total Usage,,,,,887.466,0.887
3/9/2020 2:00,always_on,Always On,AlwaysOn,,,,408.666,0.409
3/9/2020 2:00,cfd74978,Furnace,Furnace,,,,151.926,0.152
3/9/2020 2:00,solar,Solar Production,Solar,,,,2.176,0.002
3/9/2020 2:00,63b2178f,Furnace1,Mystery Heat,,,,26.684,0.027
3/9/2020 3:00,mains,Total Usage,,,,,645.473,0.645
3/9/2020 3:00,always_on,Always On,AlwaysOn,,,,410.333,0.41
3/9/2020 3:00,solar,Solar Production,Solar,,,,0.881,0.001
3/9/2020 4:00,mains,Total Usage,,,,,762.292,0.762
3/9/2020 4:00,always_on,Always On,AlwaysOn,,,,412.833,0.413
3/9/2020 4:00,c4efa971,Fridge,Fridge,,,,134.005,0.134
3/9/2020 4:00,solar,Solar Production,Solar,,,,1.584,0.002
3/9/2020 5:00,mains,Total Usage,,,,,729.323,0.729
3/9/2020 5:00,always_on,Always On,AlwaysOn,,,,417,0.417
3/9/2020 5:00,solar,Solar Production,Solar,,,,1.794,0.002
3/9/2020 5:00,77639ae9,Portable Heater,Space Heater,,,,0.569,0.001
3/9/2020 6:00,a69d3ea2,Microwave,Microwave,,,,19.292,0.019
3/9/2020 6:00,mains,Total Usage,,,,,953.108,0.953
3/9/2020 6:00,always_on,Always On,AlwaysOn,,,,442.166,0.442
3/9/2020 6:00,c4efa971,Fridge,Fridge,,,,9.662,0.01
3/9/2020 6:00,solar,Solar Production,Solar,,,,2.613,0.003
3/9/2020 6:00,77639ae9,Portable Heater,Space Heater,,,,11.04,0.011
3/9/2020 7:00,mains,Total Usage,,,,,955.218,0.955
3/9/2020 7:00,always_on,Always On,AlwaysOn,,,,446.25,0.446
3/9/2020 7:00,solar,Solar Production,Solar,,,,4.403,0.004
3/9/2020 7:00,63b2178f,Furnace1,Mystery Heat,,,,9.179,0.009
3/9/2020 7:00,77639ae9,Portable Heater,Space Heater,,,,25.462,0.025
3/9/2020 8:00,mains,Total Usage,,,,,1049.929,1.05
3/9/2020 8:00,always_on,Always On,AlwaysOn,,,,461.75,0.462
3/9/2020 8:00,c4efa971,Fridge,Fridge,,,,101.644,0.102
3/9/2020 8:00,solar,Solar Production,Solar,,,,-66.28,-0.066
3/9/2020 8:00,63b2178f,Furnace1,Mystery Heat,,,,4.983,0.005
3/9/2020 8:00,77639ae9,Portable Heater,Space Heater,,,,26.067,0.026
3/9/2020 9:00,mains,Total Usage,,,,,892.636,0.893
3/9/2020 9:00,always_on,Always On,AlwaysOn,,,,469.166,0.469
3/9/2020 9:00,solar,Solar Production,Solar,,,,-621.419,-0.621
3/9/2020 9:00,77639ae9,Portable Heater,Space Heater,,,,7.516,0.008
3/9/2020 10:00,mains,Total Usage,,,,,929.159,0.929
3/9/2020 10:00,always_on,Always On,AlwaysOn,,,,470,0.47
3/9/2020 10:00,c4efa971,Fridge,Fridge,,,,96.461,0.096
3/9/2020 10:00,solar,Solar Production,Solar,,,,-3818.546,-3.819
3/9/2020 10:00,77639ae9,Portable Heater,Space Heater,,,,15.941,0.016
3/9/2020 11:00,mains,Total Usage,,,,,923.137,0.923
3/9/2020 11:00,always_on,Always On,AlwaysOn,,,,469.083,0.469
3/9/2020 11:00,solar,Solar Production,Solar,,,,-6856.481,-6.856
3/9/2020 11:00,77639ae9,Portable Heater,Space Heater,,,,26.939,0.027
3/9/2020 12:00,mains,Total Usage,,,,,2223.508,2.224
3/9/2020 12:00,always_on,Always On,AlwaysOn,,,,469,0.469
3/9/2020 12:00,cfd74978,Furnace,Furnace,,,,155.029,0.155
3/9/2020 12:00,solar,Solar Production,Solar,,,,-6850.905,-6.851
3/9/2020 12:00,62987bff,Dryer,Dryer,,,,685.262,0.685
3/9/2020 12:00,c947eccb,Motor 1,Mystery Motor,,,,62.87,0.063
3/9/2020 12:00,63b2178f,Furnace1,Mystery Heat,,,,27.41,0.027
3/9/2020 13:00,mains,Total Usage,,,,,3472.964,3.473
3/9/2020 13:00,always_on,Always On,AlwaysOn,,,,469,0.469
3/9/2020 13:00,cfd74978,Furnace,Furnace,,,,250.97,0.251
3/9/2020 13:00,solar,Solar Production,Solar,,,,-6653.081,-6.653
3/9/2020 13:00,e5c541e5,Dryer - Small,Mystery Heat,,,,107.712,0.108
3/9/2020 13:00,62987bff,Dryer,Dryer,,,,46.443,0.046
3/9/2020 13:00,c947eccb,Motor 1,Mystery Motor,,,,126.307,0.126
3/9/2020 13:00,63b2178f,Furnace1,Mystery Heat,,,,43.94,0.044
3/9/2020 14:00,a69d3ea2,Microwave,Microwave,,,,57.768,0.058
3/9/2020 14:00,mains,Total Usage,,,,,2928.14,2.928
3/9/2020 14:00,always_on,Always On,AlwaysOn,,,,469,0.469
3/9/2020 14:00,c4efa971,Fridge,Fridge,,,,3.912,0.004
3/9/2020 14:00,cfd74978,Furnace,Furnace,,,,313.939,0.314
3/9/2020 14:00,solar,Solar Production,Solar,,,,-5727.84,-5.728
3/9/2020 14:00,e5c541e5,Dryer - Small,Mystery Heat,,,,124.287,0.124
3/9/2020 14:00,62987bff,Dryer,Dryer,,,,475.103,0.475
3/9/2020 14:00,c947eccb,Motor 1,Mystery Motor,,,,186.754,0.187
3/9/2020 14:00,63b2178f,Furnace1,Mystery Heat,,,,31.563,0.032
3/9/2020 15:00,mains,Total Usage,,,,,1385.446,1.385
3/9/2020 15:00,always_on,Always On,AlwaysOn,,,,469,0.469
3/9/2020 15:00,cfd74978,Furnace,Furnace,,,,251.613,0.252
3/9/2020 15:00,25c55a21,Dishwasher,Dishwasher,,,,371.348,0.371
3/9/2020 15:00,solar,Solar Production,Solar,,,,-4575.773,-4.576
3/9/2020 15:00,c947eccb,Motor 1,Mystery Motor,,,,12.548,0.013
