# Please note that there may be discrepancies between your electric bill and what Sense reports due to data interruptions (such as Wi-Fi signal loss or loss of power) or other issues.,,,,,,,,
DateTime,Device ID,Name,Device Type,Device Make,Device Model,Device Location,Avg Wattage,kWh
3/16/2020 23:00,solar,Solar Production,Solar,,,,2.32,0.002
3/16/2020 23:00,63b2178f,Furnace1,Mystery Heat,,,,21.597,0.022
3/17/2020 0:00,mains,Total Usage,,,,,997.718,0.998
3/17/2020 0:00,always_on,Always On,AlwaysOn,,,,388,0.388
3/17/2020 0:00,c4efa971,Fridge,Fridge,,,,151.1,0.151
3/17/2020 0:00,cfd74978,Furnace,Furnace,,,,125.028,0.125
3/17/2020 0:00,solar,Solar Production,Solar,,,,2.812,0.003
3/17/2020 0:00,63b2178f,Furnace1,Mystery Heat,,,,22.908,0.023
3/17/2020 0:00,77639ae9,Portable Heater,Space Heater,,,,1.156,0.001
3/17/2020 1:00,mains,Total Usage,,,,,1253.747,1.254
3/17/2020 1:00,always_on,Always On,AlwaysOn,,,,388,0.388
3/17/2020 1:00,c4efa971,Fridge,Fridge,,,,17.019,0.017
3/17/2020 1:00,cfd74978,Furnace,Furnace,,,,418.841,0.419
3/17/2020 1:00,solar,Solar Production,Solar,,,,3.975,0.004
3/17/2020 1:00,63b2178f,Furnace1,Mystery Heat,,,,70.064,0.07
3/17/2020 2:00,mains,Total Usage,,,,,1016.819,1.017
3/17/2020 2:00,always_on,Always On,AlwaysOn,,,,388,0.388
3/17/2020 2:00,c4efa971,Fridge,Fridge,,,,124.54,0.125
3/17/2020 2:00,cfd74978,Furnace,Furnace,,,,143.908,0.144
3/17/2020 2:00,solar,Solar Production,Solar,,,,2.967,0.003
3/17/2020 2:00,63b2178f,Furnace1,Mystery Heat,,,,25.722,0.026
3/17/2020 2:00,77639ae9,Portable Heater,Space Heater,,,,2.292,0.002
3/17/2020 3:00,mains,Total Usage,,,,,852.57,0.853
3/17/2020 3:00,always_on,Always On,AlwaysOn,,,,388,0.388
3/17/2020 3:00,c4efa971,Fridge,Fridge,,,,66.819,0.067
3/17/2020 3:00,solar,Solar Production,Solar,,,,2.547,0.003
3/17/2020 3:00,77639ae9,Portable Heater,Space Heater,,,,12.672,0.013
3/17/2020 4:00,mains,Total Usage,,,,,958.922,0.959
3/17/2020 4:00,always_on,Always On,AlwaysOn,,,,388,0.388
3/17/2020 4:00,c4efa971,Fridge,Fridge,,,,103.155,0.103
3/17/2020 4:00,solar,Solar Production,Solar,,,,3.163,0.003
3/17/2020 4:00,2dfc2a5e,Pump,Pump,,,,1.47,0.001
3/17/2020 4:00,77639ae9,Portable Heater,Space Heater,,,,23.388,0.023
3/17/2020 5:00,mains,Total Usage,,,,,932.865,0.933
3/17/2020 5:00,always_on,Always On,AlwaysOn,,,,388,0.388
3/17/2020 5:00,c4efa971,Fridge,Fridge,,,,151.1,0.151
3/17/2020 5:00,solar,Solar Production,Solar,,,,3.337,0.003
3/17/2020 5:00,77639ae9,Portable Heater,Space Heater,,,,44.997,0.045
3/17/2020 6:00,mains,Total Usage,,,,,1159.408,1.159
3/17/2020 6:00,always_on,Always On,AlwaysOn,,,,393.666,0.394
3/17/2020 6:00,c4efa971,Fridge,Fridge,,,,151.1,0.151
3/17/2020 6:00,cfd74978,Furnace,Furnace,,,,223.568,0.224
3/17/2020 6:00,solar,Solar Production,Solar,,,,4.031,0.004
3/17/2020 6:00,63b2178f,Furnace1,Mystery Heat,,,,38.564,0.039
3/17/2020 6:00,77639ae9,Portable Heater,Space Heater,,,,37.503,0.038
3/17/2020 7:00,mains,Total Usage,,,,,1081.252,1.081
3/17/2020 7:00,always_on,Always On,AlwaysOn,,,,398,0.398
3/17/2020 7:00,c4efa971,Fridge,Fridge,,,,32.402,0.032
3/17/2020 7:00,cfd74978,Furnace,Furnace,,,,262.211,0.262
3/17/2020 7:00,solar,Solar Production,Solar,,,,-55.494,-0.055
3/17/2020 7:00,63b2178f,Furnace1,Mystery Heat,,,,47.546,0.048
3/17/2020 7:00,77639ae9,Portable Heater,Space Heater,,,,21.295,0.021
3/17/2020 8:00,a69d3ea2,Microwave,Microwave,,,,27.368,0.027
3/17/2020 8:00,mains,Total Usage,,,,,1607.148,1.607
3/17/2020 8:00,always_on,Always On,AlwaysOn,,,,398,0.398
3/17/2020 8:00,c4efa971,Fridge,Fridge,,,,17.574,0.018
3/17/2020 8:00,cfd74978,Furnace,Furnace,,,,433.948,0.434
3/17/2020 8:00,25c55a21,Dishwasher,Dishwasher,,,,375.03,0.375
3/17/2020 8:00,solar,Solar Production,Solar,,,,-616.929,-0.617
3/17/2020 8:00,63b2178f,Furnace1,Mystery Heat,,,,75.044,0.075
3/17/2020 9:00,mains,Total Usage,,,,,1506.837,1.507
3/17/2020 9:00,always_on,Always On,AlwaysOn,,,,398,0.398
3/17/2020 9:00,25c55a21,Dishwasher,Dishwasher,,,,664.194,0.664
3/17/2020 9:00,solar,Solar Production,Solar,,,,-3327.128,-3.327
3/17/2020 10:00,mains,Total Usage,,,,,2158.487,2.158
3/17/2020 10:00,always_on,Always On,AlwaysOn,,,,398,0.398
3/17/2020 10:00,c4efa971,Fridge,Fridge,,,,48.171,0.048
3/17/2020 10:00,cfd74978,Furnace,Furnace,,,,112.234,0.112
3/17/2020 10:00,25c55a21,Dishwasher,Dishwasher,,,,7.175,0.007
3/17/2020 10:00,solar,Solar Production,Solar,,,,-6181.576,-6.182
3/17/2020 10:00,62987bff,Dryer,Dryer,,,,925.913,0.926
3/17/2020 10:00,63b2178f,Furnace1,Mystery Heat,,,,20.844,0.021
3/17/2020 11:00,mains,Total Usage,,,,,1064.053,1.064
3/17/2020 11:00,always_on,Always On,AlwaysOn,,,,398.85,0.399
3/17/2020 11:00,c4efa971,Fridge,Fridge,,,,84.825,0.085
3/17/2020 11:00,solar,Solar Production,Solar,,,,-6506.815,-6.507
3/17/2020 11:00,63b2178f,Furnace1,Mystery Heat,,,,23.051,0.023
3/17/2020 12:00,a69d3ea2,Microwave,Microwave,,,,29.564,0.03
3/17/2020 12:00,mains,Total Usage,,,,,955.821,0.956
3/17/2020 12:00,always_on,Always On,AlwaysOn,,,,399,0.399
3/17/2020 12:00,solar,Solar Production,Solar,,,,-5935.602,-5.936
3/17/2020 12:00,63b2178f,Furnace1,Mystery Heat,,,,34.415,0.034
3/17/2020 13:00,mains,Total Usage,,,,,785.737,0.786
3/17/2020 13:00,always_on,Always On,AlwaysOn,,,,399,0.399
3/17/2020 13:00,c4efa971,Fridge,Fridge,,,,24.226,0.024
3/17/2020 13:00,solar,Solar Production,Solar,,,,-6006.567,-6.007
3/17/2020 13:00,63b2178f,Furnace1,Mystery Heat,,,,19.197,0.019
3/17/2020 14:00,mains,Total Usage,,,,,786.973,0.787
3/17/2020 14:00,always_on,Always On,AlwaysOn,,,,399,0.399
3/17/2020 14:00,solar,Solar Production,Solar,,,,-5744.069,-5.744
3/17/2020 14:00,63b2178f,Furnace1,Mystery Heat,,,,18.342,0.018
3/17/2020 15:00,mains,Total Usage,,,,,824.273,0.824
3/17/2020 15:00,always_on,Always On,AlwaysOn,,,,399,0.399
3/17/2020 15:00,c4efa971,Fridge,Fridge,,,,103.533,0.104
3/17/2020 15:00,solar,Solar Production,Solar,,,,-3817.007,-3.817
3/17/2020 16:00,79c90314,Oven,Oven,,,,71.869,0.072
3/17/2020 16:00,bb65939b,Oven Range,Oven,,,,112.728,0.113
3/17/2020 16:00,6ce5fddc,Pressure cooker ,Other Appliance,,,,206.7,0.207
3/17/2020 16:00,mains,Total Usage,,,,,2333.84,2.334
3/17/2020 16:00,always_on,Always On,AlwaysOn,,,,399,0.399
3/17/2020 16:00,c4efa971,Fridge,Fridge,,,,3.63,0.004
3/17/2020 16:00,solar,Solar Production,Solar,,,,-2338.606,-2.339
3/17/2020 17:00,mains,Total Usage,,,,,891.704,0.892
3/17/2020 17:00,always_on,Always On,AlwaysOn,,,,399,0.399
3/17/2020 17:00,c4efa971,Fridge,Fridge,,,,78.664,0.079
3/17/2020 17:00,solar,Solar Production,Solar,,,,-707.493,-0.707
3/17/2020 18:00,mains,Total Usage,,,,,827.602,0.828
3/17/2020 18:00,always_on,Always On,AlwaysOn,,,,399,0.399
3/17/2020 18:00,c4efa971,Fridge,Fridge,,,,67.554,0.068
3/17/2020 18:00,solar,Solar Production,Solar,,,,-264.477,-0.264
3/17/2020 19:00,a69d3ea2,Microwave,Microwave,,,,14.147,0.014
3/17/2020 19:00,mains,Total Usage,,,,,918.181,0.918
3/17/2020 19:00,always_on,Always On,AlwaysOn,,,,399,0.399
3/17/2020 19:00,c4efa971,Fridge,Fridge,,,,48.654,0.049
3/17/2020 19:00,solar,Solar Production,Solar,,,,3.514,0.004
3/17/2020 19:00,63b2178f,Furnace1,Mystery Heat,,,,1.994,0.002
3/17/2020 20:00,mains,Total Usage,,,,,1297.361,1.297
3/17/2020 20:00,always_on,Always On,AlwaysOn,,,,399,0.399
3/17/2020 20:00,c4efa971,Fridge,Fridge,,,,38.593,0.039
3/17/2020 20:00,cfd74978,Furnace,Furnace,,,,356.615,0.357
3/17/2020 20:00,solar,Solar Production,Solar,,,,3.784,0.004
3/17/2020 20:00,63b2178f,Furnace1,Mystery Heat,,,,60.562,0.061
3/17/2020 21:00,mains,Total Usage,,,,,892.424,0.892
3/17/2020 21:00,always_on,Always On,AlwaysOn,,,,399,0.399
3/17/2020 21:00,c4efa971,Fridge,Fridge,,,,22.505,0.023
3/17/2020 21:00,solar,Solar Production,Solar,,,,2.275,0.002
3/17/2020 21:00,63b2178f,Furnace1,Mystery Heat,,,,0.443,0
3/17/2020 22:00,mains,Total Usage,,,,,912.533,0.913
3/17/2020 22:00,always_on,Always On,AlwaysOn,,,,399,0.399
3/17/2020 22:00,c4efa971,Fridge,Fridge,,,,55.172,0.055
3/17/2020 22:00,cfd74978,Furnace,Furnace,,,,58.522,0.059
3/17/2020 22:00,solar,Solar Production,Solar,,,,2.018,0.002
3/17/2020 22:00,2dfc2a5e,Pump,Pump,,,,1.47,0.001
3/17/2020 22:00,63b2178f,Furnace1,Mystery Heat,,,,11.54,0.012
3/17/2020 23:00,mains,Total Usage,,,,,1133.037,1.133
3/17/2020 23:00,always_on,Always On,AlwaysOn,,,,399,0.399
3/17/2020 23:00,cfd74978,Furnace,Furnace,,,,139.511,0.14
3/17/2020 23:00,solar,Solar Production,Solar,,,,3.196,0.003
3/17/2020 23:00,63b2178f,Furnace1,Mystery Heat,,,,61.701,0.062
3/18/2020 0:00,mains,Total Usage,,,,,885.745,0.886
3/18/2020 0:00,always_on,Always On,AlwaysOn,,,,399,0.399
3/18/2020 0:00,c4efa971,Fridge,Fridge,,,,108.926,0.109
3/18/2020 0:00,solar,Solar Production,Solar,,,,2.323,0.002
3/18/2020 0:00,77639ae9,Portable Heater,Space Heater,,,,13.208,0.013
3/18/2020 1:00,mains,Total Usage,,,,,1287.135,1.287
3/18/2020 1:00,always_on,Always On,AlwaysOn,,,,399.75,0.4
3/18/2020 1:00,cfd74978,Furnace,Furnace,,,,487.261,0.487
3/18/2020 1:00,solar,Solar Production,Solar,,,,4.198,0.004
3/18/2020 1:00,63b2178f,Furnace1,Mystery Heat,,,,83.946,0.084
3/18/2020 1:00,77639ae9,Portable Heater,Space Heater,,,,1.741,0.002
3/18/2020 2:00,mains,Total Usage,,,,,1010.991,1.011
3/18/2020 2:00,always_on,Always On,AlwaysOn,,,,400,0.4
3/18/2020 2:00,c4efa971,Fridge,Fridge,,,,77.384,0.077
3/18/2020 2:00,cfd74978,Furnace,Furnace,,,,210.627,0.211
3/18/2020 2:00,solar,Solar Production,Solar,,,,3.102,0.003
3/18/2020 2:00,63b2178f,Furnace1,Mystery Heat,,,,33.647,0.034
3/18/2020 2:00,77639ae9,Portable Heater,Space Heater,,,,0.585,0.001
3/18/2020 3:00,mains,Total Usage,,,,,782.064,0.782
3/18/2020 3:00,always_on,Always On,AlwaysOn,,,,401,0.401
3/18/2020 3:00,solar,Solar Production,Solar,,,,2.234,0.002
3/18/2020 3:00,77639ae9,Portable Heater,Space Heater,,,,10.439,0.01
3/18/2020 4:00,mains,Total Usage,,,,,906.412,0.906
3/18/2020 4:00,always_on,Always On,AlwaysOn,,,,403.083,0.403
3/18/2020 4:00,c4efa971,Fridge,Fridge,,,,87.919,0.088
3/18/2020 4:00,solar,Solar Production,Solar,,,,2.601,0.003
3/18/2020 4:00,77639ae9,Portable Heater,Space Heater,,,,37.979,0.038
3/18/2020 5:00,mains,Total Usage,,,,,889.556,0.89
3/18/2020 5:00,always_on,Always On,AlwaysOn,,,,408,0.408
3/18/2020 5:00,c4efa971,Fridge,Fridge,,,,62.706,0.063
3/18/2020 5:00,solar,Solar Production,Solar,,,,2.727,0.003
3/18/2020 5:00,77639ae9,Portable Heater,Space Heater,,,,20.117,0.02
3/18/2020 6:00,mains,Total Usage,,,,,1169.198,1.169
3/18/2020 6:00,always_on,Always On,AlwaysOn,,,,454.166,0.454
3/18/2020 6:00,c4efa971,Fridge,Fridge,,,,53.775,0.054
3/18/2020 6:00,cfd74978,Furnace,Furnace,,,,255.511,0.256
3/18/2020 6:00,solar,Solar Production,Solar,,,,4.295,0.004
3/18/2020 6:00,2dfc2a5e,Pump,Pump,,,,1.47,0.001
3/18/2020 6:00,63b2178f,Furnace1,Mystery Heat,,,,43.713,0.044
3/18/2020 6:00,77639ae9,Portable Heater,Space Heater,,,,21.879,0.022
3/18/2020 7:00,mains,Total Usage,,,,,1146.248,1.146
3/18/2020 7:00,always_on,Always On,AlwaysOn,,,,483.25,0.483
3/18/2020 7:00,c4efa971,Fridge,Fridge,,,,37.523,0.038
3/18/2020 7:00,cfd74978,Furnace,Furnace,,,,273.85,0.274
3/18/2020 7:00,solar,Solar Production,Solar,,,,-908.143,-0.908
3/18/2020 7:00,63b2178f,Furnace1,Mystery Heat,,,,50.076,0.05
3/18/2020 7:00,77639ae9,Portable Heater,Space Heater,,,,18.403,0.018
3/18/2020 8:00,mains,Total Usage,,,,,1294.503,1.295
3/18/2020 8:00,always_on,Always On,AlwaysOn,,,,487.25,0.487
3/18/2020 8:00,c4efa971,Fridge,Fridge,,,,17.301,0.017
3/18/2020 8:00,cfd74978,Furnace,Furnace,,,,222.146,0.222
3/18/2020 8:00,25c55a21,Dishwasher,Dishwasher,,,,324.364,0.324
3/18/2020 8:00,solar,Solar Production,Solar,,,,-3199.155,-3.199
3/18/2020 8:00,63b2178f,Furnace1,Mystery Heat,,,,37.452,0.037
3/18/2020 9:00,a69d3ea2,Microwave,Microwave,,,,20.868,0.021
3/18/2020 9:00,bb65939b,Oven Range,Oven,,,,175.036,0.175
3/18/2020 9:00,6ce5fddc,Pressure cooker ,Other Appliance,,,,180.345,0.18
3/18/2020 9:00,mains,Total Usage,,,,,3582.368,3.582
3/18/2020 9:00,always_on,Always On,AlwaysOn,,,,489,0.489
3/18/2020 9:00,c4efa971,Fridge,Fridge,,,,12.339,0.012
3/18/2020 9:00,cfd74978,Furnace,Furnace,,,,738.244,0.738
3/18/2020 9:00,25c55a21,Dishwasher,Dishwasher,,,,250.944,0.251
3/18/2020 9:00,solar,Solar Production,Solar,,,,-4988.846,-4.989
3/18/2020 9:00,63b2178f,Furnace1,Mystery Heat,,,,20.01,0.02
3/18/2020 10:00,6ce5fddc,Pressure cooker ,Other Appliance,,,,162.805,0.163
3/18/2020 10:00,mains,Total Usage,,,,,4409.364,4.409
3/18/2020 10:00,always_on,Always On,AlwaysOn,,,,489,0.489
3/18/2020 10:00,cfd74978,Furnace,Furnace,,,,184.933,0.185
3/18/2020 10:00,25c55a21,Dishwasher,Dishwasher,,,,431.473,0.431
3/18/2020 10:00,solar,Solar Production,Solar,,,,-6206.413,-6.206
3/18/2020 11:00,mains,Total Usage,,,,,2049.557,2.05
3/18/2020 11:00,always_on,Always On,AlwaysOn,,,,489,0.489
3/18/2020 11:00,cfd74978,Furnace,Furnace,,,,205.951,0.206
3/18/2020 11:00,solar,Solar Production,Solar,,,,-6878.545,-6.879
3/18/2020 11:00,e5c541e5,Dryer - Small,Mystery Heat,,,,145.016,0.145
3/18/2020 12:00,mains,Total Usage,,,,,2771.221,2.771
3/18/2020 12:00,always_on,Always On,AlwaysOn,,,,483.5,0.484
3/18/2020 12:00,cfd74978,Furnace,Furnace,,,,127.614,0.128
3/18/2020 12:00,solar,Solar Production,Solar,,,,-7083.944,-7.084
3/18/2020 12:00,e5c541e5,Dryer - Small,Mystery Heat,,,,124.373,0.124
3/18/2020 12:00,62987bff,Dryer,Dryer,,,,698.616,0.699
3/18/2020 12:00,c947eccb,Motor 1,Mystery Motor,,,,175.737,0.176
3/18/2020 13:00,a69d3ea2,Microwave,Microwave,,,,29.564,0.03
3/18/2020 13:00,mains,Total Usage,,,,,810.926,0.811
3/18/2020 13:00,always_on,Always On,AlwaysOn,,,,470.166,0.47
3/18/2020 13:00,solar,Solar Production,Solar,,,,-5486.037,-5.486
3/18/2020 13:00,e5c541e5,Dryer - Small,Mystery Heat,,,,191.604,0.192
3/18/2020 13:00,c947eccb,Motor 1,Mystery Motor,,,,2.351,0.002
3/18/2020 14:00,mains,Total Usage,,,,,633.002,0.633
3/18/2020 14:00,always_on,Always On,AlwaysOn,,,,465.833,0.466
3/18/2020 14:00,solar,Solar Production,Solar,,,,-5365.497,-5.365
3/18/2020 15:00,mains,Total Usage,,,,,632.894,0.633
3/18/2020 15:00,always_on,Always On,AlwaysOn,,,,465,0.465
3/18/2020 15:00,c4efa971,Fridge,Fridge,,,,58.35,0.058
3/18/2020 15:00,solar,Solar Production,Solar,,,,-3236.927,-3.237
3/18/2020 15:00,2dfc2a5e,Pump,Pump,,,,1.283,0.001
3/18/2020 16:00,mains,Total Usage,,,,,640.041,0.64
3/18/2020 16:00,always_on,Always On,AlwaysOn,,,,464.666,0.465
3/18/2020 16:00,solar,Solar Production,Solar,,,,-1463.269,-1.463
3/18/2020 17:00,a69d3ea2,Microwave,Microwave,,,,8.978,0.009
3/18/2020 17:00,6ce5fddc,Pressure cooker ,Other Appliance,,,,113.559,0.114
3/18/2020 17:00,mains,Total Usage,,,,,1243.675,1.244
3/18/2020 17:00,always_on,Always On,AlwaysOn,,,,466.083,0.466
3/18/2020 17:00,c4efa971,Fridge,Fridge,,,,68.528,0.069
3/18/2020 17:00,cfd74978,Furnace,Furnace,,,,201.584,0.202
3/18/2020 17:00,solar,Solar Production,Solar,,,,-588.178,-0.588
3/18/2020 17:00,63b2178f,Furnace1,Mystery Heat,,,,35.041,0.035
3/18/2020 18:00,a69d3ea2,Microwave,Microwave,,,,58.93,0.059
3/18/2020 18:00,mains,Total Usage,,,,,934.491,0.934
3/18/2020 18:00,always_on,Always On,AlwaysOn,,,,468.916,0.469
3/18/2020 18:00,c4efa971,Fridge,Fridge,,,,41.993,0.042
3/18/2020 18:00,solar,Solar Production,Solar,,,,-153.841,-0.154
3/18/2020 19:00,mains,Total Usage,,,,,884.603,0.885
3/18/2020 19:00,always_on,Always On,AlwaysOn,,,,471,0.471
3/18/2020 19:00,c4efa971,Fridge,Fridge,,,,47.563,0.048
3/18/2020 19:00,solar,Solar Production,Solar,,,,2.862,0.003
3/18/2020 20:00,mains,Total Usage,,,,,825.468,0.825
3/18/2020 20:00,always_on,Always On,AlwaysOn,,,,471,0.471
3/18/2020 20:00,c4efa971,Fridge,Fridge,,,,38.215,0.038
3/18/2020 20:00,solar,Solar Production,Solar,,,,1.648,0.002
3/18/2020 21:00,mains,Total Usage,,,,,1040.045,1.04
3/18/2020 21:00,always_on,Always On,AlwaysOn,,,,471,0.471
3/18/2020 21:00,solar,Solar Production,Solar,,,,2.921,0.003
3/18/2020 21:00,63b2178f,Furnace1,Mystery Heat,,,,45.019,0.045
3/18/2020 22:00,mains,Total Usage,,,,,1818.448,1.818
3/18/2020 22:00,always_on,Always On,AlwaysOn,,,,471,0.471
3/18/2020 22:00,cfd74978,Furnace,Furnace,,,,684.076,0.684
3/18/2020 22:00,solar,Solar Production,Solar,,,,5.96,0.006
3/18/2020 22:00,63b2178f,Furnace1,Mystery Heat,,,,135.178,0.135
3/18/2020 23:00,mains,Total Usage,,,,,1010.026,1.01
3/18/2020 23:00,always_on,Always On,AlwaysOn,,,,462.083,0.462
3/18/2020 23:00,cfd74978,Furnace,Furnace,,,,250.186,0.25
3/18/2020 23:00,solar,Solar Production,Solar,,,,2.907,0.003
3/18/2020 23:00,2dfc2a5e,Pump,Pump,,,,1.47,0.001
3/18/2020 23:00,63b2178f,Furnace1,Mystery Heat,,,,45.649,0.046
3/19/2020 0:00,mains,Total Usage,,,,,966.939,0.967
3/19/2020 0:00,always_on,Always On,AlwaysOn,,,,465,0.465
3/19/2020 0:00,c4efa971,Fridge,Fridge,,,,10.418,0.01
3/19/2020 0:00,cfd74978,Furnace,Furnace,,,,225.508,0.226
3/19/2020 0:00,solar,Solar Production,Solar,,,,2.662,0.003
3/19/2020 0:00,63b2178f,Furnace1,Mystery Heat,,,,39.29,0.039
3/19/2020 1:00,mains,Total Usage,,,,,872.44,0.872
3/19/2020 1:00,always_on,Always On,AlwaysOn,,,,465,0.465
3/19/2020 1:00,cfd74978,Furnace,Furnace,,,,149.728,0.15
3/19/2020 1:00,solar,Solar Production,Solar,,,,2.36,0.002
3/19/2020 1:00,63b2178f,Furnace1,Mystery Heat,,,,26.017,0.026
3/19/2020 2:00,mains,Total Usage,,,,,981.719,0.982
3/19/2020 2:00,always_on,Always On,AlwaysOn,,,,464.933,0.465
3/19/2020 2:00,c4efa971,Fridge,Fridge,,,,63.345,0.063
3/19/2020 2:00,cfd74978,Furnace,Furnace,,,,178.516,0.179
3/19/2020 2:00,solar,Solar Production,Solar,,,,2.873,0.003
3/19/2020 2:00,63b2178f,Furnace1,Mystery Heat,,,,34.079,0.034
3/19/2020 3:00,mains,Total Usage,,,,,921.754,0.922
3/19/2020 3:00,always_on,Always On,AlwaysOn,,,,463.1,0.463
3/19/2020 3:00,cfd74978,Furnace,Furnace,,,,198.636,0.199
3/19/2020 3:00,solar,Solar Production,Solar,,,,2.882,0.003
3/19/2020 3:00,63b2178f,Furnace1,Mystery Heat,,,,34.311,0.034
3/19/2020 3:00,77639ae9,Portable Heater,Space Heater,,,,2.879,0.003
3/19/2020 4:00,mains,Total Usage,,,,,1019.149,1.019
3/19/2020 4:00,always_on,Always On,AlwaysOn,,,,463,0.463
3/19/2020 4:00,c4efa971,Fridge,Fridge,,,,13.251,0.013
3/19/2020 4:00,cfd74978,Furnace,Furnace,,,,263.246,0.263
3/19/2020 4:00,solar,Solar Production,Solar,,,,3.148,0.003
3/19/2020 4:00,63b2178f,Furnace1,Mystery Heat,,,,47.547,0.048
3/19/2020 5:00,mains,Total Usage,,,,,1059.174,1.059
3/19/2020 5:00,always_on,Always On,AlwaysOn,,,,462.1,0.462
3/19/2020 5:00,cfd74978,Furnace,Furnace,,,,289.368,0.289
3/19/2020 5:00,solar,Solar Production,Solar,,,,3.383,0.003
3/19/2020 5:00,63b2178f,Furnace1,Mystery Heat,,,,51.695,0.052
3/19/2020 5:00,77639ae9,Portable Heater,Space Heater,,,,1.133,0.001
3/19/2020 6:00,mains,Total Usage,,,,,835.085,0.835
3/19/2020 6:00,always_on,Always On,AlwaysOn,,,,421.266,0.421
3/19/2020 6:00,cfd74978,Furnace,Furnace,,,,144.555,0.145
3/19/2020 6:00,solar,Solar Production,Solar,,,,2.646,0.003
3/19/2020 6:00,63b2178f,Furnace1,Mystery Heat,,,,25.847,0.026
3/19/2020 6:00,77639ae9,Portable Heater,Space Heater,,,,5.187,0.005
3/19/2020 7:00,mains,Total Usage,,,,,686.919,0.687
3/19/2020 7:00,always_on,Always On,AlwaysOn,,,,391,0.391
3/19/2020 7:00,solar,Solar Production,Solar,,,,0.973,0.001
3/19/2020 7:00,2dfc2a5e,Pump,Pump,,,,1.283,0.001
3/19/2020 7:00,77639ae9,Portable Heater,Space Heater,,,,8.054,0.008
3/19/2020 8:00,mains,Total Usage,,,,,952.215,0.952
3/19/2020 8:00,always_on,Always On,AlwaysOn,,,,391,0.391
3/19/2020 8:00,c4efa971,Fridge,Fridge,,,,23.765,0.024
3/19/2020 8:00,25c55a21,Dishwasher,Dishwasher,,,,228.886,0.229
3/19/2020 8:00,solar,Solar Production,Solar,,,,-29.528,-0.03
3/19/2020 8:00,77639ae9,Portable Heater,Space Heater,,,,28.79,0.029
3/19/2020 9:00,mains,Total Usage,,,,,1561.817,1.562
3/19/2020 9:00,always_on,Always On,AlwaysOn,,,,391,0.391
3/19/2020 9:00,c4efa971,Fridge,Fridge,,,,44.679,0.045
3/19/2020 9:00,cfd74978,Furnace,Furnace,,,,112.363,0.112
3/19/2020 9:00,25c55a21,Dishwasher,Dishwasher,,,,498.69,0.499
3/19/2020 9:00,solar,Solar Production,Solar,,,,-33.724,-0.034
3/19/2020 9:00,63b2178f,Furnace1,Mystery Heat,,,,36.083,0.036
3/19/2020 10:00,a69d3ea2,Microwave,Microwave,,,,8.978,0.009
3/19/2020 10:00,mains,Total Usage,,,,,1796.771,1.797
3/19/2020 10:00,always_on,Always On,AlwaysOn,,,,391,0.391
3/19/2020 10:00,cfd74978,Furnace,Furnace,,,,434.211,0.434
3/19/2020 10:00,25c55a21,Dishwasher,Dishwasher,,,,346.351,0.346
3/19/2020 10:00,solar,Solar Production,Solar,,,,7.491,0.007
3/19/2020 10:00,63b2178f,Furnace1,Mystery Heat,,,,96.728,0.097
3/19/2020 11:00,mains,Total Usage,,,,,761.27,0.761
3/19/2020 11:00,always_on,Always On,AlwaysOn,,,,389.366,0.389
3/19/2020 11:00,c4efa971,Fridge,Fridge,,,,84.876,0.085
3/19/2020 11:00,cfd74978,Furnace,Furnace,,,,36.074,0.036
3/19/2020 11:00,solar,Solar Production,Solar,,,,5.27,0.005
3/19/2020 11:00,63b2178f,Furnace1,Mystery Heat,,,,5.587,0.006
3/19/2020 12:00,a69d3ea2,Microwave,Microwave,,,,29.564,0.03
3/19/2020 12:00,mains,Total Usage,,,,,657.916,0.658
3/19/2020 12:00,always_on,Always On,AlwaysOn,,,,384,0.384
3/19/2020 12:00,solar,Solar Production,Solar,,,,4.685,0.005
3/19/2020 13:00,mains,Total Usage,,,,,879.058,0.879
3/19/2020 13:00,always_on,Always On,AlwaysOn,,,,384,0.384
3/19/2020 13:00,c4efa971,Fridge,Fridge,,,,123.533,0.124
3/19/2020 13:00,cfd74978,Furnace,Furnace,,,,114.298,0.114
3/19/2020 13:00,solar,Solar Production,Solar,,,,5.207,0.005
3/19/2020 13:00,63b2178f,Furnace1,Mystery Heat,,,,20.969,0.021
3/19/2020 14:00,mains,Total Usage,,,,,932.835,0.933
3/19/2020 14:00,always_on,Always On,AlwaysOn,,,,384,0.384
3/19/2020 14:00,c4efa971,Fridge,Fridge,,,,151.1,0.151
3/19/2020 14:00,cfd74978,Furnace,Furnace,,,,232.344,0.232
3/19/2020 14:00,solar,Solar Production,Solar,,,,2.667,0.003
3/19/2020 14:00,63b2178f,Furnace1,Mystery Heat,,,,42.543,0.043
3/19/2020 15:00,mains,Total Usage,,,,,957.171,0.957
3/19/2020 15:00,always_on,Always On,AlwaysOn,,,,384,0.384
3/19/2020 15:00,c4efa971,Fridge,Fridge,,,,151.1,0.151
3/19/2020 15:00,cfd74978,Furnace,Furnace,,,,136.209,0.136
3/19/2020 15:00,solar,Solar Production,Solar,,,,2.469,0.002
3/19/2020 15:00,63b2178f,Furnace1,Mystery Heat,,,,45.878,0.046
3/19/2020 16:00,mains,Total Usage,,,,,837.554,0.838
3/19/2020 16:00,always_on,Always On,AlwaysOn,,,,384,0.384
3/19/2020 16:00,c4efa971,Fridge,Fridge,,,,88.855,0.089
